text,label
Morning all. Day off :-),positive
@hookuptrade can u just give 350 to @RihannaPedia &amp; @HolyHardwell ill give u 350 + 350 Rts or anything pls :(,negative
"Made Cajun chicken with spiced Couscous for dinner! So yum :)
#cajunchicken #couscous #food #dinner… https://t.co/kkTgTf0qVG",positive
Looking forward to meeting @nicklevine at @sift towers today! :),positive
i really can't fall back asleep :(,negative
"Hello :D
@VikkFollows @Vikkstar123",positive
@jerirecuenco you need help ganda? :),positive
@KristiWhitetx So sweet. :),positive
@Humna__Khan hmm but gold is... :p,positive
@princess_sair I'm not being mean :( your my sazballs ❤,negative
@Migogos so true :),positive
@___mew2 tb in mr o's class :(,negative
@Mars_Sum41 noooo :( goodbye fun driving,negative
@OOK_Librarian a day to practice some songs :),positive
i miss venice :(,negative
@rxpstar I haven't debut and I'm still a student :( I don't have enough money to pay you eon.,negative
Happiness is when you make the most of what you have now. :),positive
@FBGeorgiew I don't get paid! :( But I'm open for any kind of offers!,negative
Good news on the Boaz Myhill front but not on takeover news :-( #wba,negative
Waiting for @sugarblaster to defend this new fashion atrocity :p,positive
Iyalaya to anybody that would laugh at me today. I'd just have to wear my shades round the clock.:(,negative
😂😂 what a night :(((((( so devo xxx https://t.co/9ixTnyBXLb,negative
@shaanb24 Just looked at your previous tweets and seen that this message was due to a hack :( Hope you got it sorted!,negative
@Beverleyward Yay! Happy Publication month! I will ask @bookcasehebden to order it for me :),positive
Darn :( http://t.co/lLeXrMuiXz,negative
"@scubadiver5 @Catharine34 I'm keeping the bug spray industry in business . Something bit my foot, swollen half way up my leg now :(",negative
Second that. We were off on Wednesday already :( https://t.co/R1Sbnpovdg,negative
@stellaandlouise hiya! Yep our show takes place completely under cover. Worth bringing coat for beforehand tho as FOH is outside :-),positive
"aku chelsea koe eMyU, can you see that i miss you :(",negative
@tschelseamarie Looking wonderful.Great body. Love your really closely trimmed pubes :) xx,positive
Mimi is such a cute name but it feels weird when I use it as my name :((,negative
Yeh Real Madrid walay bhi bohat wailay hain. Pre-season friendly pe itna shor machaya hua hai mein samjha cup final hai :(,negative
@_Jazdorothy why my lover :( you going zoo?,negative
"@kindofstrange @ohyoufox Jeeze Tara move on, it's about #TeamCannibal vs #TeamSpaceWhalingIsTheBest now :p",positive
"@Clazziebritchas then go to the outlying islands, such as Cheung Chau, Mui Wo....totally different :))",positive
"Always so much fun when 4th hour gets together. :) 

Ending the night with ice cream and Xfiles. 

Content.",positive
"@karir_komal dear plz don't post my creations in public without my permission , i amtired now telling every1 :(",negative
Dream team recording today :((( im sad xiu couldn't make it :(,negative
It's going to be a nice Mother Daughter day out today :)) even though it's raining this morning! Have a great day folks xx,positive
"@FrogzLegzMummy @clubtrayfishing @FieldLeisure @TeamFell Morning All, Thanks for joining us and a Happy Friday to you! :-)",positive
Hard to save a live... :( &lt;/3 #Stexpert  #RipStegi @byStegi,negative
i'll add more fics tomorrow :D,positive
@liamwaved Aww congrats! :),positive
Of course I always miss @selenagomez's Tweeting sprees :(,negative
@_andree3000 @swaveyjayy_ @Dearnataliee I just hate my life so much :-) lmao,positive
@Mursano buy me something to drank then cause we have nothing :(,negative
@TheLinderman_ you're probably right... :(,negative
look how beautiful i wanna go back :( http://t.co/Z0dePj5knU,negative
"streams are just awful for me lately.... choppy and terrible. there is no point in my staying up, i have to wait for the YT video anyway :(",negative
@llredraven @LinnySmit @erincheshirecat @phycoinsc @paigejiffy @lilginger864 @BlueCat_hikes   Good night! Sweet dreams!  : )  xxoo  ♡♥♡,positive
wish id put more than £50 on real madrid #shithouse :(,negative
@Barrastinian @chunkymark What if they had a child :D,positive
What you say if Sweetpea starts to hold regular gluten free cakes and pastry workshops?:) http://t.co/9j2aIxxDi4,positive
@OGLeahSwanky i miss you more lil shawty :((,negative
We had a fantastic show at Harrogate home and gift! Just back in the office for 2 days before jetting off to see my wonderful suppliers :),positive
@CenasAkua Visit my blog http://t.co/UzOAqroWKx thanks :D,positive
@BocasSweets I miss youuuu :((((,negative
@paymentality thanks - good to hear :),positive
"The reason why I'm always, always overweight... sigeg habhab :( masud pa kaha kos akong un… http://t.co/RZ52EUtzMD http://t.co/Nvx057PFZp",negative
off to the park to get some sunlight : ),positive
im going to bed i love hailey and milks CrAźY SęXXXÿ CøÔL runway look :),positive
"""fleekile mbalula"", he said. i repeat, i love my south africa. :)",positive
sehun seems so skinny these days :(((,negative
i pOPPED CONFETTI THOUGH ! ! : ( https://t.co/Y79gPDxTIE,negative
"That ""@Real_Liam_Payne thanks bro ! 😀 x"" is my everything :-)",positive
"I want to hear your voice :)
#birthdaypresent",positive
"Leeteuk Oppa,Miss You :)
My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior!",positive
Waiting for love me recuerda tanto a Bath :((,negative
"@jakastr yeah we know there were lack of few things but hey please do check our final design, satisfy enough? :) https://t.co/EXt098Yq1b",positive
"@TheBlazeHotList 
I blocked him too. Because I can :)",positive
@ranzkyle followback po :-) :-D,positive
What an event it was :) @KFC_India #KFCkitchentours,positive
My cycle is coming soon :(. Woe is me.,negative
"@Merry_Ferry and it was phrased in such a ""why would you do this to her"" kind of way too :(",negative
Steven william umboh :( https://t.co/q4ue6MrFS9,negative
Iam fat :(,negative
@DrewJPS accepted. :),positive
:( Unfortunately due to illness Verity Standen's performances have been cancelled. We will be in touch with those who have booked shortly.,negative
@JellyBabyMom2 haha! Thank you! :) 🍰,positive
"@brynybrath @smallcappy Yes, I suppose. I bet he'll have a blue fit after hearing her speech today. Pity :-)",positive
@ThatGuyBarney Thank you :D,positive
@AllRiseSilver gimme :( enjoy your meal baby♡,negative
@heatherbwriter yes am still contemplating indie route :-),positive
"@lucyanne_l Thank you for sending premium writing instrument, however some dastardly swine stole it from envelope! :( http://t.co/xNe3cD6dvk",negative
My last day in Indiana :((((,negative
@Vladimir_EShop @VladimirBank thanks :),positive
@lovetartan Really sorry I cant find the image you have mentioned :(,negative
@ovo4fev Looks awesome! I miss the days of racing hotwheels cars around my house. :( ^MS,negative
@reyes_reynaldoz  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positive
@natasghar lol ... Morning :) ... It's wet but hey it's Friday :),positive
"@Raaderer7 Yes now we do. Which means we're stuck with him as a striker, unless LVG plays him behind one. :(",negative
Poorly once again :( bed and Netflix today 🍵☕️,negative
@xWinnerMino yess im 1 year younger than u :-) no wonder youre huge boy,positive
@dylanobrien @PaperTownsMovie @natandalex @johngreen @wyckgodfrey  ME! Can't wait :),positive
@tooshiin but dat was fun while it lasted :(,negative
@OloapZurc yup. i think so too. gotta avoid BB and IC. I really hope they have a repack :(,negative
What's the best part about signing Benteke? That he won't play for United or chelsea :p,positive
:( exit gomen,negative
@kjmci it’s raining and cold :(,negative
#FollowFriday @elevents2 @JoussotFrench_J @NYIBF for being top new followers in my community this week :),positive
"How do you turn notifications off?? I've had over 1,300 in the past few days :(",negative
@celestinesofie  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positive
@BhaktisBanter #FlipkartFashionFriday Love This :) http://t.co/TZPmwWhCbb,positive
Here &gt;&gt; Free $5 Voucher for my twitter friends to use on Fiverr :) https://t.co/ozKEhcY9ML http://t.co/nfDSHggVV7,positive
"If you see #ZephBot , this is a bot :p",positive
@wendyxRV1 followed :),positive
I added a video to a @YouTube playlist http://t.co/yzpfsMxUq0 im back on twitch and today it going to be league :) - 1 / 4,positive
Cant believe @TomParker &amp; @MissKelseyH are finally in Egypt and i still wont be able to meet them :( #Gutted,negative
@ShanduLinda My last though :(,negative
Guys follow my 2nd account @iamVipulsrt I can follow back you all :) #Beliebers,positive
Thank you guys. Now I have a plan for tomorrow :),positive
You guys are never on :( — Aw sorry we're really bust atm.. Shall be back soon http://t.co/YHfZFhLCgr,negative
@MrMearsDT @kerry_truman @Kitronik. Check out http://t.co/TunCUXXIXX; other places available :-). Coloured aggregates work but tend to fade.,positive
I want a bad bitch but I aint got no money :(,negative
@pledis_17 I was not in the mood the whole day :-(,negative
"@rurimofu Go Catch all members

PikAmi is Captured :D",positive
@LilPinkN1NjA Awwwww cute :D,positive
is allergic to cats... itchy throat. :(,negative
@craigyboi seems to be everywhere today :(,negative
Beautiful front view of La Concordia College visited and reunited with my friend xxxibmchll :)… https://t.co/icDEqKNMP6,positive
Poor bb :(,negative
Neuer Post Online :) @elfcosmetics Fixing Spray http://t.co/V0Rm1BsEIj,positive
oh well won't be going the beach :( horrible blinkin weather,negative
@jitenkumargupta Thanks for the sharing the article :) @thebetterindia,positive
"@syedmohdjunaid yeah. I have 20 coldplay songs in my playlist :p I love them. My favorites are The Scientist, Fix You, Yellow and Atlas. :p",positive
Again not feeling well :(,negative
gyu y r u so cute :-( it hurts ok http://t.co/00YckcE7wj,negative
@OLX_OHayoung96 sore ya :),positive
at the airport :(( http://t.co/la1iwsZj52,negative
@J_PopCultureFan thank you! I do several steps on them so I appreciate you noticing :),positive
Nice one Baz.  So lucky to be working for and with such a wonderful company of people.  :-) https://t.co/InHUY4fkdG,positive
"So, the enemies can simply go around it!:-) https://t.co/5pL57HsT53",positive
@muscularpayne GOOOD but its so hot here my tan line are ugly but im going home tonight!:(,negative
@moiraP47 @PloppiPlop Thanks for the retweets - have a cool weekend :),positive
"Have a shoot tomorrow and haven't been told where and when because the team are only flying in this evening :( 
I hate being unprepared.",negative
@NEEDTOBREATHE love you..sad I wasn't up front :(,negative
@DespiteOfficial we had a listen last night :) As You Bleed is an amazing track. When are you in Scotland?!,positive
new still :) http://t.co/hvs9S8zBIb,positive
phone fell out of my hand and it woke me up :(,negative
@ParkTheatre @NoBillington Thanks! :),positive
@WesternDigital I have an external hard drive from you that has become corrupted and I can't access anything.Surely I can get info off? :(,negative
goodbye ny :( 🚖🗽🌃 http://t.co/uNorqB0mlK,negative
I will fulfil all your fantasies :) 👉 http://t.co/Bp1jrOakrB 👈💖 http://t.co/JtSNMUdpnF,positive
Paper towns please :-(,negative
Worst sleep ever :-( 😢😵😭,negative
Watching guys total their F1 cars makes me sad:( watching billions of rands get fucked :(,negative
@JacobAndrade33 @MillerKaapke can we all be gay together at least. Don't leave me out alone :(,negative
@cabbyyyy ..is doing a Harry dm giveaway nooow !:) ♥★☆,positive
someone explain #SandraBland :(,negative
@AguilerArmenia Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),positive
"""@KatiiiRocks: @Miangeorges are u a beautiful man? :D""Yeah ! Sometimes.",positive
http://t.co/dpf5i2xYs9 &lt;&lt; Make sure you have a look &amp; leave a comment on our articles :) http://t.co/gZdJJ0tKrk,positive
when nothing like us comes up on shuffle :((,negative
Terible headache :(,negative
"Happy Friday everyone! Don't let the rain get you down, why not escape to the beach in #VR @RelaxationVR we need you today :)",positive
I thought I tweeted the link to end the yulin dog meat festival but idk what happened to it .. :( Imma try again,negative
@haestarxx they've been cuting it after his pants incident :(,negative
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.349
》》》》ＳＥＥ ＭＥ
♛♛♛",negative
"http://t.co/rZ3BBeChHD
we're going down at the moment :( the percentage ohh please!",negative
i was so hyper today :((,negative
@atiraxia :(...feel better bby!,negative
@hosongjun noooo :( it was too late d. Nvm d lah,negative
@LouosaurusRex happiest of Fridays to you! have a great weekend :D,positive
"I�m a Pandimensional being, you should see my other manifestations :)",positive
@bakkheia_ oh god that was one of the worst heartbreaking episodes ever i hated it :(,negative
@pipsuxx is he gonna be okay i love him :(,negative
@SWlZZ well ... Fack ... looks like I won't be able to touch NHL 15 ever again :(,negative
i can't belieb it's raining :(,negative
@kevinngmingyuan peasant seats to watch a peasant team...I don't mind :p ahahha,positive
not even sleepy :(,negative
JUST GOT HOME. JUST GOT OL. UGH OUTDATED AF :(((,negative
#ClimateChange #CC Idaho will not restrict fishing despite regional drought-linked die-of... http://t.co/jJboDo6LYZ #UniteBlue #Tcot :-(,negative
What's wrong with my fb messenger :((((,negative
Haha X . What The :D https://t.co/Jo7vtQmvSR,positive
@Essjayleam and for the retweet!! :),positive
i miss los :((((((,negative
My niece is having a better summer then me :(,negative
@aIcouholic ahh!! thank u love :D,positive
one of my favourite mutuals just unfollowed me :((,negative
I only sleep good when I'm at kaylas :(,negative
@destinydatabase just want some new stuff :( me and @__Crow__ used to love Friday's for Xur been months of no excitement now :(,negative
Adults just take all the things too serious. Really miss when I was kid :(,negative
Please :) stop :) shouting :) at :) me :),positive
"I need a job and to learn to drive but, my fricken health is putting me back. :(",negative
"@yokotaso_modoki 
I'm not good at Japanese likewise, either :(",negative
@KyraaVazquez @geneanex HAHAHAH holy shit!!! Comforting why? :(,negative
"Not looking promising for our evening at the cricket, is it @jaybutcher @MrTomBaker? :( http://t.co/9U5yeDfqqg",negative
"@kimcanhomes Really very stylish &amp; trendy! Good going Kim, Keep it up :)",positive
"""NO ICE CREAM AVAILABLE"" what a surprise.... @UberUK #leeds :(",negative
It looks like. :( https://t.co/DgynGEpHuH,negative
"Fall in love under a canopy of maple leaves! Secrets at Maple Syrup Farm is out now :) Happy Friday, all! xx http://t.co/fQeQlpk32A",positive
My mobile isn't working anymoreeeeee :((((,negative
@martyabbott936 @HomewoodSteve @Dazz747 @Eddie_Aviation @plane_spotters @pilotsimon208 @NicolaNeyhaul @thispiggy Thanks Marty. Gd weekend :),positive
skype was fun :-),positive
@Cramdaline It just doesn't go away... you must go to the dentist. :( #poorKid,negative
@russophobes :( fucjikg disgusting,negative
"@golden_kimono I'm okay, just tired and I planned to go out today but it's raining :( how are you?",negative
The question is flawed. Pain doesn't negate strength :)  https://t.co/77TbkS2Djw,positive
and jisung is the kid sunshine :)  https://t.co/LBjXDWIAPE,positive
@oreaux_ rude :(,negative
never drinking gin again :(,negative
Jealous :( — Why! http://t.co/VuCyE3ISif,negative
@KittyKatPK I hope so :(💜,negative
@varun_dvn waiting for it bro :-),positive
It's their last stage today :( I'm going to miss them seeing them almost everyday,negative
@NewBreed_Next u already have most of them :(,negative
Towering over the ladies. :) #tb #eid https://t.co/F7oS1h3Alz,positive
"As the morning wears on, its getting darker. Is it end of world day today instead of September? :-)",positive
And forget not that the earth delights to feel your bare feet and the winds long to play with your hair. Kahlil Gibran :),positive
@TheShreddingA Morning :) you too. A gd day in store? I'm off to badminton with my 2 littl'uns! @AquaDesignGroup @Klick_Business #FabFriday,positive
@dullandwicked @_GrahamPatrick @JohnBoyStyle Has nobody told you about this side of twitter? It's in the T&amp;Cs. He owns you now. Sorry. :(,negative
@blockedmefat dont unstan tay :( never please,negative
@RblSports upgraded ans synced up. Plus it can be done from a single remote device. Getting there folks. :),positive
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.345
》》》》ＳＥＥ ＭＥ
♛♛♛",negative
@tylergarposeys done bb :) aw this is so sweet thank you babyyy,positive
@karinatuano shiiiit. Kamiss beh 😭😭 Thank you bby. :* I miss you :( love you mwa.,negative
@CoSchedule Thanks for the invite. :),positive
@ninebonso04 thank you :),positive
@jaydebose omfg it's the most beautiful place ever I miss it so much :(,negative
"@Keith_Russell @jayutd1999 @seamus_bannon Seems like people use MEN as the source,so nothing new i guess. Just gossip :)",positive
who wants to watch paper towns with me tomorrow :(,negative
not fair he still looks so cute how :(,negative
@hereisjoshhiles I have it still won't work :(,negative
joim me while I feed the troops. :) https://t.co/ZlcsRuUpPY via @audioBoom,positive
Where is carmen :((((((((((,negative
@dialoglk I wanna hang out with fellow tweeps and roar the lions to victory #TweepsMatchOut I want to hang out with my twitter family! :(,negative
The finale of Parasyte fucked my feelings alllllll the way up :(,negative
So emotional this morning. Saying bye to my best friend again :( @melonhairy and reading the end of book 5 of hp. :( waah! #sad,negative
@lifelesscurves they're really unique and refreshing :( the popularity was great too. Just why...just why &gt;_&gt;,negative
"Just Completed YouTube intro. :)
Excited, Intro full of graphics
#graphicdesign #videographer #Youtuber",positive
i'm so inactive :(,negative
@luminousljp WAIT WHATS HIS SNPCAHT if you don't mind me asking :-),positive
Things that I regret until now...when we loose you.. :'( :( and missing you everyday our my lives!! #KapatidKongPogi http://t.co/CyZFCZFkjY,negative
"but look forward to joining the conversation! :)
@ArmonRaE @lordcropes no movie has but books",positive
@wendy1704 @Queen_of_Orange No need to stress out - they will be with you in time :),positive
I always miss something when I have no wifi :(,negative
@sanahaq17 okay :D,positive
Anyway my Friday is looking kinda gooood :),positive
@Maxim_PR I feel a campaign coming on! Although a certain editor has just revealed he is allergic to cats. Boooo! :(,negative
@KishanU14 that's unfortunate! Our best advice is to call our support team on: 02079 490 132. Let us know how you get on :),positive
it was a really good stream @radiosilents! thank you! :),positive
"Final few days in #Hale #Cheshire, got some lovely before and after shots which I'll be sharing tomorrow. Call to book #decorating :)",positive
@SBS_MTV Are you sure that Chorong is the leader? #에이핑크 #더쇼 I can't be sure anymore :(,negative
hi baby @shfly3424 I love you :),positive
@FilthyFrank i love u :-(,negative
ladygaga I bet $20 to a friend that you will follow ✧｡ Chelny ｡✧ before the end of the month. Don't disappoint me! :(,negative
@kevinthewhippet @Cassie_Spaniel @Bracken_Nelson @BellisimoBella1 @SpanielHarry thanks :) zzz xx,positive
@JamesEllwood0 Aaron said it was shit I didn't have ago because he said not worth taking and that's all I banged on about as well jelouse :(,negative
@DrishyamTheFilm @Team_AjayDevgn @ajaydevgn Not fair with us from Pb.contestants our dreams not comes true this time :(,negative
24 hours not enough :(,negative
@naturalsystah It will be updated soon I'm sure. If you sign in you can set up text alerts :) |DA,positive
why are so many things happening tomorrow aaaahh :(( wanna gooooo,negative
"Quit it :)""@_uNeo: You selling it too @Dented_Deni @_uNeo You too young to understand muntu""",positive
@TheUselessThree @IKyaa_ I wanna duo :(,negative
why am I even awake :(,negative
I said gn along time ago my ass can't fall asleep :(,negative
@ashak21 dudeeeeeee I'm so happy you like them :))))) tell me which are your favorites,positive
"@biobio1993 :( aah, maybe they're just the type who blocks people easily? at least it's nothing personal then, but yeah, it still sucks....",negative
@KelseyjRenwick I did notice :( where are you working now?,negative
Isco :(,negative
maybe we can get some japanese import hello kitty matching stationary :),positive
ksoo u dumb butt :(,negative
didnt took photos with you :-(,negative
"@thevinnythepooh @jefflacs been praying that for years, but to no avail :((",negative
@_Birexus guess y'all ugly asf HUH :(,negative
I feel like I haven't been keeping up with my friends lately like I should be smh. Ganna text them to see if they're all doing good :-),positive
@yeymp3 :( I hope you have an easy day at work today ❤️,negative
"@AllicioGloria She's gone :(, Hello, we offer you free perfume samples and Chanel/Burberry/Prada giveaway on our site! Please check our bio.",negative
5 more days until everyone experiences OS exploits in windows and everyone has to get new computers :),positive
Di private. Gagal kepo :(( My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior!,negative
1 in 100 children are psychopaths :),positive
can anyone give me money for the train so that i can see @littlemix today?! :(,negative
I liked a @YouTube video http://t.co/93Z6WOVOs9 PASHA IS CRYING AFTER TERRIBLE DONATE :(,negative
@superllex miss you btw :(,negative
where do u guys stream? my stream is so lq im - :(,negative
@nidhik6907 hope U'll njoy followingg me :),positive
monica just went to davao. :( luckyyyy,negative
Would really appreciate it if you share this video around :) https://t.co/MhK3B3wOpQ,positive
"@paulsouthcott Hey Paul, have a great day :)",positive
@EloVzt @emericskyrock @SkyrockFM pardon ? :)))),positive
@ainexkelly but I have no find my iPhone app or iCloud app on my iPod touch so how can I see its location :-(,negative
i lapar :(,negative
@GL_Advocaten Visit my blog http://t.co/UzOAqroWKx thanks :D,positive
i really like this cb but not the outfit this time too bad :(,negative
"Waking up to nice weather, Koyal 's melodies
An unexpected surprise to create memories!

@blogadda 'Freshness' makes my day :)
#MaxFreshMove",positive
"@stayfaboo it will be up soon, i promise :)",positive
@tescomobile could you pick me up a sandwich then?:(,negative
"joyce,calm down :((",negative
"@NedretSirip Hey, here's your invite to join Scope as an influencer :)  http://t.co/rrIFS8s3EK",positive
"@natsu1725 @AdeccoWaytoWork 
Its such a nice quote :) 
#KunoriforCEO #CEO1Month",positive
Suite life of zack and Cody :-),positive
@Daniilarkin1 Have fun Danielle! Hope it goes well :-),positive
I wanna take adams candy and eat it :(,negative
speakers on full volume. :(,negative
@LeahCarla11  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positive
"@sophielbradshaw We have discontinued this product, Sophie. Really sorry for any disappointment :( We will pass your feedback on!",negative
@mollehgarcia no pala omg hahaha i have driving lessons :(,negative
Happy Friday :-) http://t.co/0SI94HQcHm,positive
@daftatonix I thought we were friends :(,negative
@gabrielecirulli life is harsh sometimes :(,negative
@Emeraldere How can we help ? :(,negative
@tescomobile I only had the cash on me for 1 :( I forgot to take my bank card and it was too much effort for 2 trips,negative
"@Tigress1412 soniii kahaaaa u ?
No tweets by u make me lonely :(",negative
@wajiyaamjad ohh :( the first year will be a bit tiring but things get better after that!,negative
@edgar_trilla @wtfitsalex_ @_SamHernandez_1 @calvinrosorio I was just replying to Juan :(,negative
@montague_web  thanks for following @evolvetelecom #telecoms Happy Friday :),positive
@Th0tiana_ fruity vodkas always help : ),positive
Late Lunch :) #KFC @ University of Santo Tomas https://t.co/j21mgszCC8,positive
#FollowFriday @CCIdeLYON @CCI_95 @CPNERI_ESIGROUP for being top engaged members in my community this week :),positive
No babes on there :(,negative
@kristinexvilla @larssycutiee fu all :(((((,negative
#ClimateChange #CC Australia's 'dirtiest' power station considers 'clean energy' biomass ... http://t.co/YeQABq6tsL #UniteBlue #Tcot :-(,negative
"@Jim_Edwards yes, it works now :)",positive
Mr Happily is both Mr Sneezy &amp; Mr Sleepy :-(,negative
When you get misunderstood :(,negative
follow my vsco :-) http://t.co/mrOzcRmNgO,positive
Never seeing your dad until midnight bc he worked hard as fuck :( #GrowingUpPoor,negative
@Dat_NiggaCarlos :((( it's not like a fersuree thing yet though,negative
.@sajidislam honored to have you here ! :-),positive
@keancipriano I want to see you :( sana makita na kita and ang @callalilyband .,negative
Party goodbye stage :( but this means Hello to Lion Heart and You Think,negative
Sorry na bh3s :( @alrakakire,negative
"@knhillrocks HA yes, make it quick tho :D",positive
@morallosanthony  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positive
@Beer52HQ looking forward to them :-),positive
"@IzzyTailford that's true, I just want it soooooooner :(",negative
Had one of the best conversations about AI with @FedericoPistono today. Pleasure meeting you sir! :-) http://t.co/NibAbZsKEL,positive
Unsettled weather is the trend for the next few days. Sun this morning. Showers this afternoon. GH is 18C. Mixed bag for the weekend :-(.,negative
"@shaz_england  re download Twitter on phone, had to do it a few times myself :-)",positive
@JaHz73 Thanks for the share Ju :D,positive
@unclutching :( u okay,negative
"@joogstonemakeup Hi Jacqueline, we're so sorry to hear this. Please DM us your contact details and we will give you a call :)",positive
first day of sch and i miss sharing a class w jeslyn already :-(,negative
@Gculloty87 thanks :),positive
Watching @IVSofia 's story on Snapchat is killing me. Whats your life ? Beach + Pool all week long ? When are you working Bitch ! :(,negative
#DomesticViolence :( Proposed New Law Will Help Domestic Violence Victims - 98FM: Victims ... http://t.co/eoISmrzLpo #UniteBlue #VAW :-(,negative
"Does anyone wanna be my friend, i'm just a lonely girl from England who is bored as hell throughout the summer holidays.. :(",negative
i smell like you :-(,negative
I'm playing Brain Dots : ) #BrainDots http://t.co/Y8LKMKSABv http://t.co/DWFUfPcfrb,positive
"@tk_kjk_kndr @boukendreamer OH MY GOD MISTY, MY BABY IS SO CUTE!!! :D",positive
Find me on Path : Firmansyahbl :),positive
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.347
》》》》ＳＥＥ ＭＥ
♛♛♛",negative
"@justinbieber when you smile, I smile :)",positive
@tmart_m me too! hey it's almost time to visit the city :),positive
@_abbeytaylor still didn't manage to message me though :(;,negative
Great! Muaahhh :))) https://t.co/CZfjnK8IfU,positive
"@mizznhee that's one of the sweetest things I've ever said, awuna mbulelo :(",negative
@ColtonLHaynes where the hell are you? I miss my idol :(,negative
@Wa_NDIA @bintiM You guysss! It was LIT :D,positive
"HOME - AmassiveoverdoseofshipS - http://t.co/2q38loegUq
latest vid from up my way..enjoy and visit my site..:)",positive
@lgpmoradaax hinde :((,negative
@bridgetminamore did it thrice :),positive
"GM 
 Meet My Precious 
My Soft Lady  my Real Friend        Mizz precious :) ;):*      

How Many Likes For Her No... http://t.co/G9F2cwO6WZ",positive
@iocat Yes. Thats very good!:) Hope some news for dayz in game preview :),positive
these are three of my favourite pictures i took of brad :-( i miss tour so much http://t.co/vlB3nXEDk6,negative
"Follow me, follow back mention ! :)",positive
it was nice seeing @goehringlet today at vidcon :),positive
Thanks Lesley! Lovely to see you. Have fun in France :)  https://t.co/QTaRgYBqy1,positive
@RobinAdamsZA @kalourd never been a fan and never owned a pair! If I'm gonna wear typical coloured shoes it'll be Cortez/Superstars! :),positive
@Gurmeetramrahim #OurDaughtersOurPride dhan dhan satguru tera hi aasra...many congratulations Pita G...Keep them blessed as always :-),positive
@FairyFunFwee whaaat? what is this :((,negative
sad but true ano yung tbh? :( -_-,negative
gyu looks really good in denim :( http://t.co/SXzNAUQ7Vs,negative
@isalouise2012 ah mince :(,negative
"@OldManGamin72 I'll never get used to that, but thank you very much. :)",positive
@JamesBourne PLEASE JAMES WHAT YOU THINK OF MY BEAUTIFUL GIRLS ARE THE LONELIEST TATTOO? You have changed my life. :) http://t.co/7ywV5U8sGU,positive
@BigBraMan That's great to hear :D,positive
@Cheryl2c96 @Sharonmuskebear @teddy_trucker Burketeer suspects and then our names and Twitter IDs :),positive
Please follow me back @1DThisIsUs @onedirection :) x *10,positive
@LiamMitch99 Really glad to hear it. :) If you have anymore problems or need us we're only a tweet away. ^LB,positive
@beamillerqs make ur dms open pls !! i have some questions to ask hehe :),positive
Wheres my gf :-(,negative
Ready for the #GES2015Kenya :-) http://t.co/8kFb2ZjDPd,positive
I don't know how to find a balance :((((,negative
"@MSaito6 @rekoinmanila @AdeccoWaytoWork 
I will keep fighting for what i wanted to be :) 

#KunoriforCEO #CEO1Month",positive
@magicbricks will be coming tomorrow team ;) Count me in :) #GOHF,positive
MY snapchat - LeanneRiner19 #snapchat #hornykik #loveofmylife #dmme #pussy #newmusic #sexo :( http://t.co/TyhwG534Ng,negative
Welcome to the family :)  https://t.co/TGiFQ0qjnM,positive
@ColtZoom_ @TheColtRising I wish I could join :(,negative
@Cupcake_XGN sorry :(,negative
Sometimes the most ordinary things can be made extraordinary by doing them with the right people :),positive
@Randeep_HoodaFC Yes..Cant see rider.:( @RandeepHooda,negative
"""@Manuellatchgn: Goodbye twitter. I will not be there for a long time. :)"" Goodbye Manuella",positive
"@SarahThomas49 Hi Sarah, all our delish ranges are online at http://t.co/P8zAQddn3H :) Which supermarkets have you been looking in?",positive
Last 4 day week before October 2nd. :(,negative
@RamaZafar hayeee :( hayeee :( patwari here mam but for IK's vision I would say nothing rather than a lil laugh,negative
He's really on his way guys :-) https://t.co/yyOUEKgCFM,positive
Stress come on :(,negative
i want durian strudel :(.,negative
@dirtbaglou thanks :D,positive
"arummzz: Let's go... I'll drive for you :p

#traveling #traveler #yogyakarta #jeep #Indonesia #instamood… https://t.co/228BgrLFuV",positive
@nicagaray thank you Nic!!!!!!!!! :)) hang soon sa taft ahh!!,positive
@imallyssagail busy sa school :( next time love yah! xx,negative
"wish i was good at makeup, the only thing im good at is doing eyeliner :(((",negative
@square_rest we like this wonderful and original recipe! we share with #foiegras lovers! :),positive
rain :(,negative
My Gran tho !!! She knew but didn't care to tell me :((,negative
I am actually enjoying Nagato Yuki-chan no Shoushitsu more than I thought I would :D,positive
